route_id,agency_id,route_short_name,route_long_name,route_type,route_url,route_color,route_text_color,route_desc,route_desc_detail
439,STM,439,Express Pie-IX,3,https://www.stm.info/fr/infos/reseaux/bus,781B7D,FFFFFF,Fréquente,Fréquence aux 2 à 12 minutes entre 6h et 20h du lundi au vendredi (dans les 2 directions)
440,STM,440,Express Charleroi,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
444,STM,444,Express Cégep Marie-Victorin,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
445,STM,445,Express Papineau,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
448,STM,448,Express Maurice-Duplessis,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
449,STM,449,Express Rivière-des-Prairies,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
460,STM,460,Express Métropolitaine,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
467,STM,467,Express Saint-Michel,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
468,STM,468,Express Pierrefonds / Gouin,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
469,STM,469,Express Henri-Bourassa,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
470,STM,470,Express Pierrefonds,3,https://www.stm.info/fr/infos/reseaux/bus,781B7D,FFFFFF,Fréquente pointe,Fréquence aux 2 à 12 minutes de 6h30 à 9h30 et de 15h à 18h du lundi au vendredi (dans la direction la plus achalandée)
475,STM,475,Express Dollard-des-Ormeaux,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
480,STM,480,Express du Parc,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
486,STM,486,Express Sherbrooke,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
487,STM,487,Express Bout-de-l'Île,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
491,STM,491,Express Provost,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
496,STM,496,Express Victoria,3,https://www.stm.info/fr/infos/reseaux/bus,781B7D,FFFFFF,Fréquente pointe,Fréquence aux 2 à 12 minutes de 6h30 à 9h30 et de 15h à 18h du lundi au vendredi (dans la direction la plus achalandée)
711,STM,711,Parc-du-Mont-Royal / Oratoire,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
747,STM,747,YUL Aéroport Montréal-Trudeau,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
767,STM,767,La Ronde / Station Jean-Drapeau,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
768,STM,768,Plage Jean-Doré / Station Jean-Drapeau,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
769,STM,769,La Ronde / Station Papineau,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
777,STM,777,Jean-Drapeau / Casino / Bonaventure,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
811,STM,811,Navette Services santé,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
814,STM,814,Jean-Talon Est / Bélanger,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
815,STM,815,REM des Sources / YUL Aéroport,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
822,STM,822,Navette de Longue-Pointe,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
872,STM,872,Île-des-Soeurs,3,https://www.stm.info/fr/infos/reseaux/bus,009EE0,FFFFFF,Jour,Lignes de jour seulement
